file_path,skill
Dataset/balayage/balayage_221.jpg,balayage
Dataset/balayage/balayage_177.jpg,balayage
Dataset/balayage/balayage_42.jpg,balayage
Dataset/balayage/balayage_179.jpg,balayage
Dataset/balayage/balayage_203.jpg,balayage
Dataset/balayage/balayage_124.jpg,balayage
Dataset/balayage/balayage_47.jpg,balayage
Dataset/balayage/balayage_34.jpg,balayage
Dataset/balayage/balayage_91.jpg,balayage
Dataset/balayage/balayage_89.jpg,balayage
Dataset/balayage/balayage_133.jpg,balayage
Dataset/balayage/balayage_213.jpg,balayage
Dataset/balayage/balayage_231.jpg,balayage
Dataset/balayage/balayage_93.jpg,balayage
Dataset/balayage/balayage_209.jpg,balayage
Dataset/balayage/balayage_29.jpg,balayage
Dataset/balayage/balayage_48.jpg,balayage
Dataset/balayage/balayage_30.jpg,balayage
Dataset/balayage/balayage_5.jpg,balayage
Dataset/balayage/balayage_7.jpg,balayage
Dataset/balayage/balayage_77.jpg,balayage
Dataset/balayage/balayage_156.jpg,balayage
Dataset/balayage/balayage_23.jpg,balayage
Dataset/balayage/balayage_197.jpg,balayage
Dataset/balayage/balayage_161.jpg,balayage
Dataset/balayage/balayage_195.jpg,balayage
Dataset/balayage/balayage_19.jpg,balayage
Dataset/balayage/balayage_20.jpg,balayage
Dataset/balayage/balayage_131.jpg,balayage
Dataset/balayage/balayage_165.jpg,balayage
Dataset/balayage/balayage_182.jpg,balayage
Dataset/balayage/balayage_105.jpg,balayage
Dataset/balayage/balayage_196.jpg,balayage
Dataset/balayage/balayage_108.jpg,balayage
Dataset/balayage/balayage_24.jpg,balayage
Dataset/balayage/balayage_88.jpg,balayage
Dataset/balayage/balayage_225.jpg,balayage
Dataset/balayage/balayage_14.jpg,balayage
Dataset/balayage/balayage_193.jpg,balayage
Dataset/balayage/balayage_117.jpg,balayage
Dataset/balayage/balayage_190.jpg,balayage
Dataset/balayage/balayage_216.jpg,balayage
Dataset/balayage/balayage_224.jpg,balayage
Dataset/balayage/balayage_18.jpg,balayage
Dataset/balayage/balayage_12.jpg,balayage
Dataset/balayage/balayage_233.jpg,balayage
Dataset/balayage/balayage_1.jpg,balayage
Dataset/balayage/balayage_69.jpg,balayage
Dataset/balayage/balayage_152.jpg,balayage
Dataset/balayage/balayage_96.jpg,balayage
Dataset/balayage/balayage_55.jpg,balayage
Dataset/balayage/balayage_120.jpg,balayage
Dataset/balayage/balayage_36.jpg,balayage
Dataset/balayage/balayage_33.jpg,balayage
Dataset/balayage/balayage_128.jpg,balayage
Dataset/balayage/balayage_214.jpg,balayage
Dataset/balayage/balayage_25.jpg,balayage
Dataset/balayage/balayage_217.jpg,balayage
Dataset/balayage/balayage_115.jpg,balayage
Dataset/balayage/balayage_2.jpg,balayage
Dataset/balayage/balayage_0.jpg,balayage
Dataset/balayage/balayage_151.jpg,balayage
Dataset/balayage/balayage_172.jpg,balayage
Dataset/balayage/balayage_220.jpg,balayage
Dataset/balayage/balayage_205.jpg,balayage
Dataset/balayage/balayage_141.jpg,balayage
Dataset/balayage/balayage_201.jpg,balayage
Dataset/balayage/balayage_142.jpg,balayage
Dataset/balayage/balayage_74.jpg,balayage
Dataset/balayage/balayage_57.jpg,balayage
Dataset/balayage/balayage_60.jpg,balayage
Dataset/balayage/balayage_106.jpg,balayage
Dataset/balayage/balayage_208.jpg,balayage
Dataset/balayage/balayage_180.jpg,balayage
Dataset/balayage/balayage_187.jpg,balayage
Dataset/balayage/balayage_155.jpg,balayage
Dataset/balayage/balayage_164.jpg,balayage
Dataset/balayage/balayage_58.jpg,balayage
Dataset/balayage/balayage_22.jpg,balayage
Dataset/balayage/balayage_17.jpg,balayage
Dataset/balayage/balayage_175.jpg,balayage
Dataset/balayage/balayage_176.jpg,balayage
Dataset/balayage/balayage_146.jpg,balayage
Dataset/balayage/balayage_35.jpg,balayage
Dataset/balayage/balayage_238.jpg,balayage
Dataset/balayage/balayage_127.jpg,balayage
Dataset/balayage/balayage_154.jpg,balayage
Dataset/balayage/balayage_11.jpg,balayage
Dataset/balayage/balayage_38.jpg,balayage
Dataset/balayage/balayage_32.jpg,balayage
Dataset/balayage/balayage_204.jpg,balayage
Dataset/balayage/balayage_122.jpg,balayage
Dataset/balayage/balayage_237.jpg,balayage
Dataset/balayage/balayage_230.jpg,balayage
Dataset/balayage/balayage_185.jpg,balayage
Dataset/balayage/balayage_10.jpg,balayage
Dataset/balayage/balayage_121.jpg,balayage
Dataset/balayage/balayage_59.jpg,balayage
Dataset/balayage/balayage_226.jpg,balayage
Dataset/balayage/balayage_43.jpg,balayage
Dataset/balayage/balayage_212.jpg,balayage
Dataset/balayage/balayage_45.jpg,balayage
Dataset/balayage/balayage_95.jpg,balayage
Dataset/balayage/balayage_70.jpg,balayage
Dataset/balayage/balayage_54.jpg,balayage
Dataset/balayage/balayage_207.jpg,balayage
Dataset/balayage/balayage_84.jpg,balayage
Dataset/balayage/balayage_15.jpg,balayage
Dataset/balayage/balayage_123.jpg,balayage
Dataset/balayage/balayage_61.jpg,balayage
Dataset/balayage/balayage_153.jpg,balayage
Dataset/balayage/balayage_126.jpg,balayage
Dataset/balayage/balayage_139.jpg,balayage
Dataset/balayage/balayage_229.jpg,balayage
Dataset/balayage/balayage_174.jpg,balayage
Dataset/balayage/balayage_49.jpg,balayage
Dataset/balayage/balayage_46.jpg,balayage
Dataset/balayage/balayage_236.jpg,balayage
Dataset/balayage/balayage_72.jpg,balayage
Dataset/balayage/balayage_26.jpg,balayage
Dataset/balayage/balayage_149.jpg,balayage
Dataset/balayage/balayage_158.jpg,balayage
Dataset/balayage/balayage_79.jpg,balayage
Dataset/balayage/balayage_171.jpg,balayage
Dataset/balayage/balayage_40.jpg,balayage
Dataset/balayage/balayage_184.jpg,balayage
Dataset/balayage/balayage_160.jpg,balayage
Dataset/balayage/balayage_92.jpg,balayage
Dataset/balayage/balayage_62.jpg,balayage
Dataset/balayage/balayage_145.jpg,balayage
Dataset/balayage/balayage_183.jpg,balayage
Dataset/balayage/balayage_134.jpg,balayage
Dataset/balayage/balayage_99.jpg,balayage
Dataset/balayage/balayage_4.jpg,balayage
Dataset/balayage/balayage_132.jpg,balayage
Dataset/balayage/balayage_109.jpg,balayage
Dataset/balayage/balayage_63.jpg,balayage
Dataset/balayage/balayage_116.jpg,balayage
Dataset/balayage/balayage_66.jpg,balayage
Dataset/balayage/balayage_147.jpg,balayage
Dataset/balayage/balayage_113.jpg,balayage
Dataset/balayage/balayage_136.jpg,balayage
Dataset/balayage/balayage_82.jpg,balayage
Dataset/balayage/balayage_167.jpg,balayage
Dataset/balayage/balayage_218.jpg,balayage
Dataset/balayage/balayage_21.jpg,balayage
Dataset/balayage/balayage_53.jpg,balayage
Dataset/balayage/balayage_157.jpg,balayage
Dataset/balayage/balayage_111.jpg,balayage
Dataset/balayage/balayage_101.jpg,balayage
Dataset/balayage/balayage_104.jpg,balayage
Dataset/balayage/balayage_169.jpg,balayage
Dataset/balayage/balayage_81.jpg,balayage
Dataset/balayage/balayage_8.jpg,balayage
Dataset/balayage/balayage_150.jpg,balayage
Dataset/balayage/balayage_75.jpg,balayage
Dataset/balayage/balayage_83.jpg,balayage
Dataset/balayage/balayage_80.jpg,balayage
Dataset/balayage/balayage_100.jpg,balayage
Dataset/balayage/balayage_232.jpg,balayage
Dataset/balayage/balayage_173.jpg,balayage
